SKU;ID fila;ID Orden;Fecha Orden;Prioridad;Cantidad;Ventas;Descuento;Tipo de Envío;Nombre del Cliente;Provincia;Segmento del Cliente;Fecha de envío
1073;1701;12259;14/2/2010;Alto;45;5007,69;0,07;Terrestre;Muhammed Yedwab;New Brunswick;Consumidor;16/2/2010
1215;1702;12259;14/2/2010;Alto;45;1379,62;0,1;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;15/2/2010
781;1801;12900;3/5/2010;Alto;50;627,12;0,08;Aereo Regular;Laurel Elliston;New Brunswick;Corporativo;4/5/2010
841;1802;12900;3/5/2010;Alto;18;4096,21;0,08;Terrestre;Laurel Elliston;New Brunswick;Corporativo;5/5/2010
256;1814;12999;3/4/2010;Alto;31;2712,07;0,09;Aereo Regular;Georgia Rosenberg;New Brunswick;Consumidor;4/4/2010
286;1902;13632;10/3/2009;Medio;6;608,93;0,01;Aereo Express;Nora Price;New Brunswick;Oficina en Hogar;12/3/2009
535;1941;13920;9/10/2009;Critical;25;901,32;0,1;Aereo Express;Allen Armold;New Brunswick;Oficina en Hogar;11/10/2009
1025;1942;13920;9/10/2009;Critical;24;207,21;0,06;Aereo Regular;Allen Armold;New Brunswick;Oficina en Hogar;10/10/2009
480;2173;15651;4/10/2012;Critical;40;2182,91;0,1;Aereo Express;Anemone Ratner;New Brunswick;PYME;7/10/2012
807;2174;15651;4/10/2012;Critical;14;1144,35;0,05;Aereo Regular;Anemone Ratner;New Brunswick;PYME;6/10/2012
624;2175;15651;4/10/2012;Critical;8;1496,83;0,07;Terrestre;Anemone Ratner;New Brunswick;PYME;6/10/2012
1040;2251;16197;26/10/2012;Critical;23;218,71;0;Aereo Express;Katherine Hughes;New Brunswick;Consumidor;26/10/2012
1265;2252;16197;26/10/2012;Critical;19;103,68;0,08;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;27/10/2012
1169;2325;16770;6/1/2009;Critical;17;37,06;0,03;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;7/1/2009
263;2329;16802;20/4/2011;Medio;44;302,59;0,05;Aereo Express;Nora Price;New Brunswick;Oficina en Hogar;21/4/2011
1047;2330;16802;20/4/2011;Medio;26;2703,45;0,01;Aereo Regular;Nora Price;New Brunswick;Oficina en Hogar;22/4/2011
738;2350;16961;6/1/2009;No Especificado;27;46,86;0,06;Aereo Regular;Tracy Collins;New Brunswick;Consumidor;7/1/2009
1163;2351;16961;6/1/2009;No Especificado;34;1089,59;0,01;Aereo Regular;Tracy Collins;New Brunswick;Consumidor;8/1/2009
393;2418;17543;25/5/2012;Critical;1;15,73;0,09;Aereo Regular;Tracy Collins;New Brunswick;Consumidor;25/5/2012
388;2419;17543;25/5/2012;Critical;35;1041,74;0,1;Aereo Regular;Tracy Collins;New Brunswick;Consumidor;27/5/2012
104;2420;17543;25/5/2012;Critical;26;4300,626;0,06;Aereo Regular;Tracy Collins;New Brunswick;Consumidor;27/5/2012
62;2482;18055;4/2/2010;Critical;3;19,98;0,02;Aereo Regular;Maribeth Schnelling;New Brunswick;Corporativo;6/2/2010
464;2840;20480;29/1/2009;Medio;38;16147,61;0,02;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;1/2/2009
946;2844;20484;29/1/2009;Critical;14;1122,6375;0,09;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;31/1/2009
428;2857;20579;1/10/2012;Medio;16;1434,086;0,1;Aereo Regular;Jim Epp;New Brunswick;PYME;4/10/2012
160;2899;20933;26/8/2012;Alto;45;2079,474;0,05;Aereo Regular;Alan Hwang;New Brunswick;Corporativo;28/8/2012
72;2922;21155;5/2/2011;Alto;4;81,78;0,07;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;6/2/2011
1065;3017;21703;2/3/2009;No Especificado;3;12,01;0;Aereo Regular;Alan Hwang;New Brunswick;PYME;4/3/2009
55;3018;21703;2/3/2009;No Especificado;20;1846,76;0,03;Aereo Regular;Alan Hwang;New Brunswick;PYME;4/3/2009
606;3019;21703;2/3/2009;No Especificado;15;2211,734;0,02;Aereo Express;Alan Hwang;New Brunswick;PYME;2/3/2009
350;3022;21731;26/11/2011;Bajo;26;1580,57;0,08;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;26/11/2011
271;3036;21799;19/4/2011;No Especificado;42;115,99;0,05;Aereo Express;Lynn Smith;New Brunswick;Corporativo;20/4/2011
109;3066;21985;26/8/2009;Critical;1;255,83;0,07;Terrestre;Lynn Smith;New Brunswick;Corporativo;27/8/2009
112;3067;21985;26/8/2009;Critical;45;947,66;0,08;Terrestre;Lynn Smith;New Brunswick;Corporativo;28/8/2009
275;3098;22210;19/9/2011;Critical;37;1033,44;0,1;Aereo Regular;Tracy Collins;New Brunswick;Corporativo;21/9/2011
35;3153;22628;29/10/2009;Medio;30;2951,7;0,02;Terrestre;Lynn Smith;New Brunswick;Corporativo;1/11/2009
971;3220;23106;20/10/2010;Medio;35;25313,34;0,05;Terrestre;Liz MacKendrick;New Brunswick;Corporativo;22/10/2010
69;3262;23360;11/5/2009;Bajo;30;512,97;0,01;Aereo Express;Jocasta Rupert;New Brunswick;Consumidor;11/5/2009
951;3331;23809;4/6/2012;No Especificado;7;86,61;0,1;Aereo Regular;Nora Price;New Brunswick;Oficina en Hogar;6/6/2012
760;3491;24870;24/4/2009;Bajo;38;1396,58;0,03;Aereo Regular;Jim Epp;New Brunswick;PYME;26/4/2009
696;3492;24870;24/4/2009;Bajo;45;6448,69;0;Aereo Regular;Jim Epp;New Brunswick;PYME;3/5/2009
20;3606;25793;7/4/2012;Bajo;27;3436,771;0,04;Aereo Regular;James Galang;New Brunswick;Consumidor;9/4/2012
998;3724;26629;10/7/2009;Alto;38;21956,03;0,1;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;11/7/2009
368;3725;26629;10/7/2009;Alto;32;89,89;0,06;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;12/7/2009
502;3909;27875;26/3/2010;Bajo;5;64,97;0,1;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;31/3/2010
16;3911;27879;26/2/2010;Medio;44;669,01;0,08;Aereo Regular;Anemone Ratner;New Brunswick;PYME;27/2/2010
51;3912;27879;26/2/2010;Medio;30;301,6;0,01;Aereo Express;Anemone Ratner;New Brunswick;PYME;28/2/2010
487;3953;28198;8/2/2012;Medio;50;7703,9665;0;Aereo Regular;Georgia Rosenberg;New Brunswick;Consumidor;9/2/2012
229;4007;28583;12/11/2009;Critical;25;5811,72;0,03;Aereo Regular;Jim Epp;New Brunswick;PYME;13/11/2009
688;4021;28738;10/8/2012;Medio;2;23,54;0,03;Aereo Regular;Nora Price;New Brunswick;PYME;12/8/2012
1201;4022;28738;10/8/2012;Medio;10;1539,83;0,08;Aereo Regular;Nora Price;New Brunswick;PYME;11/8/2012
450;4083;29120;12/5/2010;Bajo;43;1677,27;0,08;Aereo Regular;James Galang;New Brunswick;Consumidor;14/5/2010
526;4084;29120;12/5/2010;Bajo;21;1556,08;0,05;Terrestre;James Galang;New Brunswick;Consumidor;17/5/2010
1140;4157;29504;23/9/2010;No Especificado;20;1485,06;0,04;Terrestre;Richard Bierner;New Brunswick;PYME;25/9/2010
205;4158;29504;23/9/2010;No Especificado;34;1211,18;0,1;Aereo Regular;Richard Bierner;New Brunswick;PYME;23/9/2010
1048;4300;30625;8/2/2010;Critical;37;478,94;0,04;Aereo Regular;Pauline Johnson;New Brunswick;Corporativo;8/2/2010
1084;4301;30625;8/2/2010;Critical;24;2429,09;0,06;Aereo Express;Pauline Johnson;New Brunswick;Corporativo;10/2/2010
467;4376;31174;26/3/2009;No Especificado;20;4520,6;0,07;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;26/3/2009
40;4377;31174;26/3/2009;No Especificado;29;225,25;0,03;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;29/3/2009
808;4397;31302;1/8/2012;Alto;41;4648,64;0,04;Aereo Regular;Jim Epp;New Brunswick;PYME;3/8/2012
1019;4490;31973;12/5/2011;No Especificado;15;404,54;0,03;Aereo Regular;Richard Bierner;New Brunswick;PYME;13/5/2011
520;4491;31973;12/5/2011;No Especificado;16;124,89;0,07;Aereo Regular;Richard Bierner;New Brunswick;PYME;14/5/2011
252;4511;32101;26/12/2009;Bajo;48;14567,15;0,04;Terrestre;Liz MacKendrick;New Brunswick;Corporativo;30/12/2009
477;4625;32929;2/5/2011;Bajo;8;44,56;0,05;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;6/5/2011
274;4626;32929;2/5/2011;Bajo;13;152,14;0,09;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;7/5/2011
1060;4690;33414;10/2/2012;No Especificado;9;37,22;0,03;Aereo Regular;Phillina Ober;New Brunswick;PYME;10/2/2012
675;4860;34596;31/8/2011;Critical;39;302,09;0,05;Aereo Regular;James Galang;New Brunswick;Consumidor;1/9/2011
1038;4984;35457;7/12/2009;Bajo;45;3286,27;0,02;Aereo Regular;Georgia Rosenberg;New Brunswick;Consumidor;14/12/2009
1116;5046;35940;27/5/2010;Critical;47;136,63;0,03;Aereo Regular;James Galang;New Brunswick;Consumidor;30/5/2010
305;5115;36449;5/9/2010;No Especificado;43;927,82;0,02;Aereo Regular;Bruce Stewart;New Brunswick;Corporativo;7/9/2010
22;5116;36449;5/9/2010;No Especificado;27;123,37;0,09;Aereo Regular;Bruce Stewart;New Brunswick;Corporativo;8/9/2010
567;5242;37313;2/7/2012;No Especificado;44;3304,38;0;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;3/7/2012
454;5243;37313;2/7/2012;No Especificado;17;908,412;0,07;Aereo Express;Liz MacKendrick;New Brunswick;Corporativo;4/7/2012
1141;5249;37348;13/6/2009;Alto;33;551,67;0,08;Aereo Regular;Maribeth Dona;New Brunswick;Oficina en Hogar;16/6/2009
536;5271;37510;8/3/2009;Critical;15;2466,02;0,02;Aereo Regular;Richard Bierner;New Brunswick;PYME;8/3/2009
1191;5304;37762;6/6/2012;Medio;20;135,02;0,02;Aereo Regular;Anemone Ratner;New Brunswick;PYME;7/6/2012
926;5439;38628;29/10/2011;Bajo;23;667,998;0,06;Aereo Regular;Nora Price;New Brunswick;PYME;3/11/2011
97;5465;38848;16/12/2012;Alto;6;259,52;0,06;Aereo Regular;Nora Price;New Brunswick;Oficina en Hogar;17/12/2012
1236;5490;38950;2/7/2011;No Especificado;24;109,23;0,02;Aereo Regular;Nora Price;New Brunswick;PYME;3/7/2011
79;5491;38950;2/7/2011;No Especificado;39;74;0,08;Aereo Regular;Nora Price;New Brunswick;PYME;3/7/2011
945;5492;38950;2/7/2011;No Especificado;30;288,45;0,03;Aereo Regular;Nora Price;New Brunswick;PYME;5/7/2011
370;5578;39521;9/8/2009;Bajo;28;112,35;0,1;Aereo Regular;Jim Epp;New Brunswick;PYME;13/8/2009
185;5698;40289;26/11/2012;No Especificado;26;78,09;0,01;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;27/11/2012
89;5699;40289;26/11/2012;No Especificado;4;42,77;0,04;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;27/11/2012
133;5739;40775;17/11/2010;Bajo;23;279,63;0,07;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;22/11/2010
650;5794;41094;6/1/2009;Bajo;46;298,97;0,09;Aereo Regular;Maribeth Schnelling;New Brunswick;Corporativo;8/1/2009
543;5795;41094;6/1/2009;Bajo;6;159,05;0,05;Aereo Regular;Maribeth Schnelling;New Brunswick;Corporativo;10/1/2009
433;5808;41186;22/11/2010;Alto;13;142,12;0,01;Aereo Express;Aleksandra Gannaway;New Brunswick;Corporativo;24/11/2010
1064;5830;41351;23/9/2010;No Especificado;48;8273,2795;0,08;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;24/9/2010
204;5861;41605;25/12/2010;Medio;4;114,57;0,02;Aereo Regular;Nora Price;New Brunswick;PYME;26/12/2010
308;5875;41667;20/6/2012;Alto;18;1062,2195;0,03;Aereo Regular;Richard Bierner;New Brunswick;PYME;23/6/2012
98;6068;42982;27/7/2012;Bajo;12;1318,34;0,02;Aereo Express;Brendan Sweed;New Brunswick;Consumidor;5/8/2012
70;6172;43745;1/11/2010;Bajo;5;128,59;0,07;Aereo Regular;Laurel Elliston;New Brunswick;Corporativo;8/11/2010
1266;6173;43745;1/11/2010;Bajo;1;4,97;0,04;Aereo Regular;Laurel Elliston;New Brunswick;Corporativo;5/11/2010
696;6234;44167;30/1/2012;Critical;23;3194,05;0,08;Aereo Regular;Jim Epp;New Brunswick;PYME;31/1/2012
1121;6349;44997;28/9/2011;Bajo;46;88,1;0,03;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;2/10/2011
415;6392;45408;26/12/2010;Bajo;25;716,99;0,05;Aereo Regular;Maribeth Dona;New Brunswick;Oficina en Hogar;17/1/2011
1028;6449;45924;21/12/2010;Bajo;1;27,44;0,02;Aereo Regular;Laurel Elliston;New Brunswick;Corporativo;26/12/2010
257;6548;46565;22/6/2011;No Especificado;16;4691,27;0,05;Aereo Express;Laurel Elliston;New Brunswick;Oficina en Hogar;22/6/2011
598;6549;46565;22/6/2011;No Especificado;50;804,14;0,1;Aereo Regular;Laurel Elliston;New Brunswick;Oficina en Hogar;23/6/2011
818;6550;46565;22/6/2011;No Especificado;8;567,51;0,01;Aereo Regular;Laurel Elliston;New Brunswick;Oficina en Hogar;24/6/2011
403;6593;46916;3/10/2011;Alto;40;103,79;0,03;Aereo Regular;Nora Price;New Brunswick;Oficina en Hogar;5/10/2011
179;6594;46916;3/10/2011;Alto;40;2108,21;0,03;Aereo Regular;Nora Price;New Brunswick;Oficina en Hogar;5/10/2011
52;6634;47173;1/9/2009;No Especificado;41;277,0745;0,03;Aereo Regular;Aleksandra Gannaway;New Brunswick;Corporativo;3/9/2009
280;6649;47271;28/7/2011;Medio;44;221,42;0,03;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;29/7/2011
816;6712;47815;30/12/2012;No Especificado;45;580,96;0,08;Aereo Regular;Jim Epp;New Brunswick;PYME;30/12/2012
887;6727;47909;9/3/2010;Medio;38;185,19;0,07;Aereo Regular;Dean Percer;New Brunswick;Oficina en Hogar;9/3/2010
813;6728;47909;9/3/2010;Medio;22;220,26;0,07;Aereo Regular;Dean Percer;New Brunswick;Oficina en Hogar;10/3/2010
164;6729;47909;9/3/2010;Medio;48;843,03;0,08;Aereo Regular;Dean Percer;New Brunswick;Oficina en Hogar;11/3/2010
60;6823;48609;24/2/2010;Alto;26;176,34;0;Aereo Regular;Pauline Johnson;New Brunswick;Corporativo;25/2/2010
1214;6824;48609;24/2/2010;Alto;5;186,5;0,04;Aereo Express;Pauline Johnson;New Brunswick;Corporativo;25/2/2010
1092;6833;48643;18/10/2012;Medio;14;9171,71;0,06;Terrestre;Laurel Elliston;New Brunswick;Oficina en Hogar;20/10/2012
185;6834;48643;18/10/2012;Medio;6;18,05;0,06;Aereo Regular;Laurel Elliston;New Brunswick;Oficina en Hogar;20/10/2012
824;6835;48643;18/10/2012;Medio;50;2896,358;0;Aereo Regular;Laurel Elliston;New Brunswick;Oficina en Hogar;20/10/2012
108;6923;49380;4/5/2012;Medio;11;22145,37;0,02;Aereo Regular;Jocasta Rupert;New Brunswick;Consumidor;6/5/2012
1064;6946;49607;4/5/2009;Medio;6;1056,6435;0,06;Aereo Regular;Georgia Rosenberg;New Brunswick;Consumidor;5/5/2009
609;6977;49862;12/9/2012;No Especificado;24;75,73;0,07;Aereo Regular;Nora Price;New Brunswick;PYME;14/9/2012
821;7033;50209;10/9/2010;Alto;34;1863,02;0,03;Aereo Express;Brendan Sweed;New Brunswick;Consumidor;12/9/2010
805;7034;50209;10/9/2010;Alto;2;53,3;0;Aereo Regular;Brendan Sweed;New Brunswick;Consumidor;11/9/2010
655;7066;50432;7/6/2009;Bajo;7;2161,36;0,02;Terrestre;Jim Epp;New Brunswick;PYME;12/6/2009
384;7067;50432;7/6/2009;Bajo;45;2494,92;0,08;Aereo Regular;Jim Epp;New Brunswick;PYME;9/6/2009
447;7076;50500;6/9/2011;Bajo;11;64,86;0;Aereo Regular;Lisa DeCherney;New Brunswick;Consumidor;10/9/2011
206;7077;50500;6/9/2011;Bajo;45;109,39;0,07;Aereo Express;Lisa DeCherney;New Brunswick;Consumidor;6/9/2011
755;7093;50626;20/10/2009;Medio;18;3267,41;0;Terrestre;Dean Percer;New Brunswick;Consumidor;21/10/2009
998;7094;50626;20/10/2009;Medio;42;26126,92;0,04;Aereo Regular;Dean Percer;New Brunswick;Consumidor;22/10/2009
1164;7099;50657;18/12/2011;Alto;40;315,45;0,01;Aereo Regular;Aleksandra Gannaway;New Brunswick;Corporativo;19/12/2011
894;7100;50657;18/12/2011;Alto;16;60,02;0,1;Aereo Express;Aleksandra Gannaway;New Brunswick;Corporativo;20/12/2011
1042;7101;50657;18/12/2011;Alto;49;7413,29;0,01;Terrestre;Aleksandra Gannaway;New Brunswick;Corporativo;20/12/2011
293;7108;50725;23/11/2010;Medio;19;2441,1405;0,05;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;25/11/2010
603;7170;51175;14/8/2012;Alto;28;1135,24;0,06;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;14/8/2012
288;7171;51175;14/8/2012;Alto;3;2136,93;0,04;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;15/8/2012
633;7174;51202;13/4/2012;Alto;4;30,89;0,06;Aereo Regular;Jim Epp;New Brunswick;PYME;15/4/2012
302;7175;51202;13/4/2012;Alto;34;170,46;0,1;Aereo Regular;Jim Epp;New Brunswick;PYME;14/4/2012
392;7213;51488;2/5/2010;Alto;31;1561,96;0,03;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;3/5/2010
1040;7271;51873;6/5/2009;Alto;29;265,92;0,04;Aereo Regular;Muhammed Yedwab;New Brunswick;Consumidor;6/5/2009
736;7397;52711;23/9/2011;No Especificado;7;220,79;0;Aereo Regular;Aimee Bixby;New Brunswick;Oficina en Hogar;25/9/2011
598;7398;52711;23/9/2011;No Especificado;41;755,19;0;Aereo Regular;Aimee Bixby;New Brunswick;Oficina en Hogar;25/9/2011
393;7460;53222;19/10/2009;Bajo;2;21,71;0,07;Aereo Regular;Nora Price;New Brunswick;PYME;19/10/2009
34;7568;54146;18/10/2010;Bajo;3;124,75;0,06;Aereo Regular;Laurel Elliston;New Brunswick;Corporativo;23/10/2010
15;7646;54791;20/12/2012;Alto;27;1087,58;0,01;Aereo Regular;Lisa DeCherney;New Brunswick;Corporativo;21/12/2012
935;7647;54791;20/12/2012;Alto;42;4273,35;0,07;Aereo Regular;Lisa DeCherney;New Brunswick;Corporativo;22/12/2012
401;7723;55335;15/9/2012;No Especificado;30;8684,23;0,05;Terrestre;Muhammed Yedwab;New Brunswick;Consumidor;17/9/2012
1154;7759;55525;8/5/2009;Bajo;1;291,4;0,06;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;8/5/2009
471;7790;55746;30/6/2009;No Especificado;29;324,75;0,07;Aereo Regular;Georgia Rosenberg;New Brunswick;Consumidor;2/7/2009
1036;7967;56960;6/8/2009;Alto;48;2784,8295;0,01;Aereo Express;Jim Epp;New Brunswick;PYME;8/8/2009
997;7977;57059;1/6/2011;Medio;50;212,12;0,01;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;3/6/2011
349;7978;57059;1/6/2011;Medio;25;2455,54;0,03;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;3/6/2011
69;8067;57568;17/6/2010;No Especificado;38;592,54;0,07;Aereo Regular;Jim Epp;New Brunswick;PYME;19/6/2010
230;8100;57798;15/9/2012;Alto;20;3050,81;0,01;Terrestre;Nora Price;New Brunswick;PYME;16/9/2012
929;8147;58273;20/6/2010;Alto;31;244,9;0,08;Aereo Regular;Liz MacKendrick;New Brunswick;Corporativo;20/6/2010
23;8210;58693;21/10/2009;Bajo;50;876,64;0;Aereo Regular;Bruce Stewart;New Brunswick;Corporativo;25/10/2009
378;8228;58818;15/4/2009;Critical;41;998,05;0,01;Aereo Regular;James Galang;New Brunswick;Consumidor;16/4/2009
109;8229;58818;15/4/2009;Critical;20;4353,02;0,1;Terrestre;James Galang;New Brunswick;Consumidor;17/4/2009
817;8277;59171;12/9/2011;Medio;39;105,07;0,08;Aereo Regular;Phillip Breyer;New Brunswick;Corporativo;13/9/2011
534;8301;59271;25/4/2011;No Especificado;40;630,38;0,02;Aereo Express;Lynn Smith;New Brunswick;Corporativo;26/4/2011
452;8302;59271;25/4/2011;No Especificado;23;144,03;0,02;Aereo Regular;Lynn Smith;New Brunswick;Corporativo;27/4/2011
1267;8347;59680;18/6/2012;Critical;15;17,77;0,05;Aereo Regular;Katherine Hughes;New Brunswick;Consumidor;19/6/2012
352;17;97;28/1/2010;Medio;26;75,57;0,03;Aereo Regular;Craig Yedwab;Yukon;Consumidor;29/1/2010
477;54;323;25/3/2009;Critical;20;108,09;0,07;Aereo Regular;Dario Medina;Yukon;PYME;27/3/2009
1082;55;323;25/3/2009;Critical;2;55,34;0,06;Aereo Regular;Dario Medina;Yukon;PYME;27/3/2009
758;173;1095;21/8/2011;Medio;28;142,18;0,07;Aereo Regular;Ed Braxton;Yukon;Consumidor;23/8/2011
936;367;2562;31/7/2012;Critical;28;64,82;0,02;Aereo Regular;Cindy Chapman;Yukon;Consumidor;3/8/2012
957;368;2562;31/7/2012;Critical;6;77,6;0,08;Aereo Regular;Cindy Chapman;Yukon;Consumidor;2/8/2012
84;369;2562;31/7/2012;Critical;17;821,18;0,04;Aereo Express;Cindy Chapman;Yukon;Consumidor;1/8/2012
8;600;4099;20/8/2012;Critical;42;1691,51;0,08;Aereo Regular;Ed Braxton;Yukon;Consumidor;21/8/2012
433;601;4099;20/8/2012;Critical;12;122,93;0,04;Aereo Regular;Ed Braxton;Yukon;Consumidor;23/8/2012
728;602;4099;20/8/2012;Critical;4;47,86;0;Aereo Regular;Ed Braxton;Yukon;Consumidor;21/8/2012
428;603;4099;20/8/2012;Critical;39;3607,8505;0,05;Aereo Regular;Ed Braxton;Yukon;Consumidor;22/8/2012
692;770;5509;7/4/2009;Bajo;11;68,46;0,02;Aereo Regular;Ashley Jarboe;Yukon;Oficina en Hogar;12/4/2009
532;771;5509;7/4/2009;Bajo;21;885,23;0,03;Aereo Regular;Ashley Jarboe;Yukon;Oficina en Hogar;14/4/2009
24;1107;8132;14/5/2009;Bajo;46;229,35;0,08;Aereo Express;Benjamin Farhat;Yukon;Oficina en Hogar;14/5/2009
529;1108;8132;14/5/2009;Bajo;45;294,86;0,07;Aereo Regular;Benjamin Farhat;Yukon;Oficina en Hogar;21/5/2009
326;1209;8868;28/1/2009;Bajo;3;190,45;0,02;Aereo Regular;Cindy Chapman;Yukon;Corporativo;6/2/2009
463;1210;8868;28/1/2009;Bajo;34;179,99;0,03;Aereo Regular;Cindy Chapman;Yukon;Corporativo;1/2/2009
605;1351;9857;11/5/2010;Alto;50;3615,8405;0,03;Aereo Regular;Bruce Degenhardt;Yukon;Oficina en Hogar;13/5/2010
707;1407;10213;17/2/2011;Alto;12;464,57;0,04;Aereo Regular;Dianna Vittorini;Yukon;Corporativo;19/2/2011
632;1505;10884;25/11/2009;Bajo;24;2525,9875;0,09;Aereo Regular;Cindy Chapman;Yukon;Consumidor;2/12/2009
742;1638;11843;17/7/2009;Medio;42;4993,42;0,03;Terrestre;Cindy Chapman;Yukon;Consumidor;19/7/2009
808;1639;11843;17/7/2009;Medio;9;1059,3;0,05;Aereo Regular;Cindy Chapman;Yukon;Consumidor;19/7/2009
403;1679;12099;11/9/2009;Critical;1;17,59;0,06;Aereo Express;Cindy Stewart;Yukon;Corporativo;11/9/2009
63;1680;12099;11/9/2009;Critical;48;308,81;0,01;Aereo Regular;Cindy Stewart;Yukon;Corporativo;13/9/2009
1097;1726;12418;18/2/2012;No Especificado;38;299,01;0,09;Aereo Regular;Ed Braxton;Yukon;Oficina en Hogar;20/2/2012
44;1944;13923;8/7/2012;Alto;39;220,09;0,04;Aereo Regular;Ed Braxton;Yukon;Oficina en Hogar;10/7/2012
1082;1945;13923;8/7/2012;Alto;49;1220,23;0;Aereo Regular;Ed Braxton;Yukon;Oficina en Hogar;9/7/2012
277;1946;13923;8/7/2012;Alto;27;6152,8;0,04;Terrestre;Ed Braxton;Yukon;Oficina en Hogar;10/7/2012
231;2028;14439;30/8/2012;Alto;27;1428,64;0,09;Aereo Regular;Cindy Stewart;Yukon;Corporativo;31/8/2012
32;2310;16643;11/4/2010;Bajo;40;312,63;0,01;Aereo Regular;Quincy Jones;Yukon;Oficina en Hogar;15/4/2010
459;2311;16643;11/4/2010;Bajo;46;441,4;0,06;Aereo Regular;Quincy Jones;Yukon;Oficina en Hogar;15/4/2010
374;2337;16807;15/1/2012;Medio;48;1585,6;0,08;Aereo Regular;Quincy Jones;Yukon;PYME;16/1/2012
683;2338;16807;15/1/2012;Medio;30;215,85;0,09;Aereo Regular;Quincy Jones;Yukon;PYME;17/1/2012
1127;2342;16864;29/10/2012;No Especificado;42;12837,11;0,05;Terrestre;Cindy Chapman;Yukon;Consumidor;29/10/2012
75;2494;18147;17/7/2009;No Especificado;42;82,03;0;Aereo Regular;Bruce Degenhardt;Yukon;Oficina en Hogar;18/7/2009
446;2495;18147;17/7/2009;No Especificado;50;290,91;0,06;Aereo Regular;Bruce Degenhardt;Yukon;Oficina en Hogar;18/7/2009
1055;2617;18918;27/10/2012;No Especificado;7;6362,94;0,1;Aereo Regular;Quincy Jones;Yukon;Corporativo;28/10/2012
1155;2618;18919;28/6/2009;Bajo;39;739,28;0;Aereo Regular;Rob Williams;Yukon;Oficina en Hogar;3/7/2009
163;2638;19104;10/8/2010;Alto;48;5085,907;0,03;Aereo Regular;Quincy Jones;Yukon;PYME;12/8/2010
1190;2659;19207;15/3/2012;No Especificado;23;66,02;0,1;Aereo Regular;Cindy Chapman;Yukon;Corporativo;17/3/2012
232;2660;19207;15/3/2012;No Especificado;11;15,53;0;Aereo Regular;Cindy Chapman;Yukon;Corporativo;16/3/2012
756;2747;19840;24/5/2010;Critical;25;8270,57;0,08;Terrestre;Dianna Vittorini;Yukon;Corporativo;27/5/2010
310;2760;19943;24/11/2009;Critical;16;1959,92;0,07;Terrestre;Benjamin Patterson;Yukon;Corporativo;25/11/2009
572;2765;20002;12/8/2012;Medio;9;41,03;0,1;Aereo Regular;Dianna Vittorini;Yukon;Corporativo;13/8/2012
189;2778;20066;2/9/2012;Critical;3;40,79;0,02;Aereo Regular;Anna Chung;Yukon;Oficina en Hogar;3/9/2012
726;2779;20066;2/9/2012;Critical;16;524,25;0;Aereo Regular;Anna Chung;Yukon;Oficina en Hogar;4/9/2012
703;2859;20615;15/4/2012;Medio;29;151,09;0,02;Aereo Express;Benjamin Farhat;Yukon;Oficina en Hogar;16/4/2012
1172;2892;20864;6/12/2011;Alto;19;251,45;0,06;Aereo Regular;Dianna Vittorini;Yukon;Corporativo;8/12/2011
912;2893;20868;9/10/2010;Bajo;9;1609,19;0,03;Aereo Regular;Rob Williams;Yukon;Oficina en Hogar;16/10/2010
526;2983;21541;8/10/2009;No Especificado;43;3044,7;0,04;Terrestre;Quincy Jones;Yukon;Corporativo;10/10/2009
1247;3158;22661;26/9/2010;No Especificado;11;18,26;0,05;Aereo Regular;Dianna Vittorini;Yukon;Corporativo;29/9/2010
317;3162;22689;9/10/2011;Bajo;39;2405;0,1;Aereo Regular;Benjamin Farhat;Yukon;Oficina en Hogar;11/10/2011
232;3263;23361;3/7/2010;Critical;2;3,23;0,06;Aereo Regular;Benjamin Patterson;Yukon;Corporativo;4/7/2010
